id,name,image_url,user_id
1252,The Glorious Sons,https://i.scdn.co/image/ab6761610000e5eb00bdcb9b72c275e4b5e0cdad,
1253,The Grateful Dead,,
1254,The Guess Who,https://i.scdn.co/image/ab6761610000e5ebec6d4add2eed2df5cb18d909,
1255,The Haunted,https://i.scdn.co/image/ab6761610000e5ebd6c36e05b8ce535fe698b84e,
1256,The Head and the Heart,https://i.scdn.co/image/ab6761610000e5ebad20de0e4a289e3320c2406f,
1257,The Heavy Heavy,https://i.scdn.co/image/ab6761610000e5eb0ee3c371765c261458e79ea4,
1258,The Hives,https://i.scdn.co/image/ab6761610000e5eb53835e3606d53fc048e6dac8,
1259,The Hollies,https://i.scdn.co/image/722e36849bde408b99330c713ebeb19157eabc89,
1260,The Human League,https://i.scdn.co/image/ab6761610000e5eb2aeee2aea5a1a1e3b76b0501,
1261,The Hunna,https://i.scdn.co/image/ab6761610000e5eb384e041e35f7e3f62cde2295,
1262,The Isley Brothers,https://i.scdn.co/image/ab6761610000e5eb6a73ed54b07cd71d3b1f4789,
1263,The J. Geils Band,https://i.scdn.co/image/314a7c90c1d6fc4b33adb2da62e05a48a1767a14,
1264,The Jackson 5,https://i.scdn.co/image/19f768d93f6c80f7d4ca5b906e1c0376a3704389,
1265,The Janitors,https://i.scdn.co/image/ab6761610000e5eb2b08173f727d8be234667a39,
1266,The Jimi Hendrix Experience,,
1267,The Knack,https://i.scdn.co/image/3f5a283dfaf275c565879058920e5ec99f9833b5,
1268,The Konks,https://i.scdn.co/image/ab67616d0000b2733e43d8592938332c40d8ef28,
1269,The Kooks,https://i.scdn.co/image/ab6761610000e5ebdb445115fc89f2ede86dab8a,
1270,The Len Price 3,https://i.scdn.co/image/ab6761610000e5eb23e63899a220692cb76c941d,
1271,The Lighthouse and the Whaler,https://i.scdn.co/image/ab6761610000e5eb0c68e52d163ab0c3821cd3eb,
1272,The Linda Lindas,https://i.scdn.co/image/ab6761610000e5eb6147fc296c721f1143132bbf,
1273,The Lumineers,https://i.scdn.co/image/ab6761610000e5eb0f882273183345499155d6ed,
1274,The Main Drag,https://i.scdn.co/image/ab67616d0000b273e917d315c67475e3aeb6cb10,
1275,"The Maine, Taking Back Sunday, and Charlotte Sands",,
1276,The Material,https://i.scdn.co/image/ab6761610000e5eb980a3f33c7a4a82e4cd81a3a,
1277,The Mighty Mighty Bosstones,https://i.scdn.co/image/ab6761610000e5ebcaa457b536c6dd12009a194d,
1278,The Mother Hips,https://i.scdn.co/image/ab6761610000e5ebab8bdd5c6df5fbcf2700687c,
1279,The Muffs,https://i.scdn.co/image/ab6772690000c46c7babd1874ba16b41cc6de32b,
1280,The Myriad,https://i.scdn.co/image/ab6761610000e5ebb03efd13e3f837ca0d9e082c,
1281,The Naked Brothers Band,https://i.scdn.co/image/ab67616d0000b273a66e98d26324319e5b8f444a,
1282,The Neighbourhood,https://i.scdn.co/image/ab6761610000e5ebdf0b5ac84376a0a4b2166816,
1283,The New Pornographers,https://i.scdn.co/image/ab6761610000e5eb965612aba70fc679601dda6e,
1284,The Offspring,https://i.scdn.co/image/ab6761610000e5ebffb1ffb7c417745cdad67b88,
1285,The Outfield,https://i.scdn.co/image/a15f9228f28116fa806529942dbe38e8e0123388,
1286,The Outlaws,https://i.scdn.co/image/ab6761610000e5eb2f8255912e01f657ef3ae7f0,
1287,The Police,https://i.scdn.co/image/1f73a61faca2942cd5ea29c2143184db8645f0b3,
1288,The Presidents of the United States of America,https://i.scdn.co/image/ab6761610000e5eb5f58fb70bc91512a98ad530b,
1289,The Pretenders,https://i.scdn.co/image/ab67616d0000b273d07b7b709fce1b0685b2bcd1,
1290,The Pretty Reckless,https://i.scdn.co/image/ab6761610000e5eb78d17452007b49a5ed878006,
1291,The Primitives,https://i.scdn.co/image/ab6761610000e5eb51f06cc5c19cd028e57828c6,
1292,The Proclaimers,https://i.scdn.co/image/ab6772690000c46c42dd0ee8085ec78b75857c9c,
1293,The Protomen,https://i.scdn.co/image/ab6761610000e5eb4ae33a966e6b26005eea1de3,
1294,The Psychedelic Furs,https://i.scdn.co/image/ab6761610000e5eb720ecd7bb4a9401fd5920523,
1295,The Raconteurs,https://i.scdn.co/image/1b222f51466c099834dfde3b8648d61e2fb82678,
1296,The Raveonettes,https://i.scdn.co/image/ab6761610000e5eb4edbb3b6552e04410318175a,
1297,The Red Chord,https://i.scdn.co/image/ab6761610000e5eb42a3e7dbe0b6bc8ca361de85,
1298,The Red Jumpsuit Apparatus,https://i.scdn.co/image/ab6761610000e5ebb579588b5cd5582f6c83f6f7,
1299,The Rembrandts,https://i.scdn.co/image/ab6761610000e5eb203cbc1f8dbeac5b4993581a,
1300,The Revel,https://i.scdn.co/image/ab67616d0000b2731fd8d34bde34e1d27d8da7c5,
1301,The Revivalists,https://i.scdn.co/image/ab6761610000e5eb05c5c09c592391a22b260c70,
1302,The Romantics,https://i.scdn.co/image/ab6761610000e5ebb39679d47a3857df9ad4a750,
1303,The Runaways,https://i.scdn.co/image/bb558047dc042297754100e562e2c8add949b234,
1304,The Shelters,https://i.scdn.co/image/ab6761610000e5eb2b592683d5761bf29d2fa2a9,
1305,The Shins,https://i.scdn.co/image/ab6761610000e5eb6c87e9e995eedad42e73dcc4,
1306,The Smashing Pumpkins,https://i.scdn.co/image/ab6761610000e5eba7f80939b43d9efe1ca73a22,
1307,The Smithereens,https://i.scdn.co/image/ab6761610000e5eb5bc7af42dd5295c67cd71f4e,
1308,The Sounds,https://i.scdn.co/image/ab67616d0000b27314f956a130adae27aee81833,
1309,The Starting Line,https://i.scdn.co/image/ab6761610000e5eb6d8da8dbbdd7baf6810fa603,
1310,The Sterns,https://i.scdn.co/image/ab6761610000e5eba8dde41f07f87be6b15fa50c,
1311,The Stooges,https://i.scdn.co/image/1d9f0cf8e6d8d51f28369eccd78dca2882fb0d83,
1312,The Strumbellas,https://i.scdn.co/image/ab6761610000e5ebf30b90ca18c01af1c1c509f6,
1313,The Struts,https://i.scdn.co/image/ab6761610000e5ebd7e5ca4b5e006f754080c236,
1314,The Subways,https://i.scdn.co/image/ab6761610000e5eb8a7c5deaa73f7372b8e1eefa,
1315,The Temper Trap,https://i.scdn.co/image/ab6761610000e5eb6a87f14ae59aa170f7e75c67,
1316,The Troggs,https://i.scdn.co/image/ab6772690000c46c988a8b87a19ab20240d22c6b,
1317,The Unlikely Candidates,https://i.scdn.co/image/ab6761610000e5ebc628820f662a335a2be62950,
1318,The Used,https://i.scdn.co/image/ab6761610000e5ebfe63dc4df1696a6f6af0db15,
1319,The Vapors,https://i.scdn.co/image/ab6761610000e5eb782d23e34044a3794dd58a82,
1320,The Veer Union,https://i.scdn.co/image/ab6761610000e5eb120098758f51ca56ae6cedb3,
1321,The Velveteers,https://i.scdn.co/image/ab6761610000e5ebdd7dfceb02db7516da066229,
1322,The Vines,https://i.scdn.co/image/760e4c55d45c4cd1912512c4e7cf317ea038fd92,
1323,The Von Bondies,https://i.scdn.co/image/ab6761610000e5ebd33f4b7c2c984e710a87c71f,
1324,The Warning,https://i.scdn.co/image/ab6761610000e5ebc582a293332863f8e3335c80,
1325,The Warning Shots,https://i.scdn.co/image/ab67616d0000b2735960b4be72e6fc42b3bf2d60,
1326,The Weeknd,https://i.scdn.co/image/ab6761610000e5eb9e528993a2820267b97f6aae,
1327,The White Stripes,https://i.scdn.co/image/ab6761610000e5eb70cc06de8fc28226d4743cd9,
1328,The Who,https://i.scdn.co/image/9cd709cabb4a614b4f1dd9ec256a5f30e21f0150,
1329,The Wild Feathers,https://i.scdn.co/image/ab6761610000e5ebde8d61be7155dc3c20e8cdb8,
1330,The Wind and The Wave,https://i.scdn.co/image/ab6761610000e5eb7f56c40d6e6d897e80ef819e,
1331,The Wonder Years,https://i.scdn.co/image/ab6761610000e5eb73c0acd05d3e2c794c216751,
1332,Them Crooked Vultures,https://i.scdn.co/image/7e78d34c33af8c3555f8eec0f8823cbde00ae2cc,
1333,Them Terribles,https://i.scdn.co/image/ab67616d0000b27342534ea5685c19ca77e3d267,
1334,Thenewno2,https://i.scdn.co/image/67da6e96938867b101254bb9c775552afab1fced,
1335,Theory of a Deadman,https://i.scdn.co/image/ab6761610000e5eb6cff6acc48314698c7d9ce87,
1336,Thin Lizzy,https://i.scdn.co/image/cbebfb93be8c2ac47ef6b8a2186d11b3298abe49,
1337,Third Eye Blind,https://i.scdn.co/image/ab6761610000e5eb6b1e8135b0741308a3f38ded,
1338,Thousand Foot Krutch,https://i.scdn.co/image/558f7ee322b89c8d5b846a7b38e0ad83bbaa1386,
1339,Three Days Grace,https://i.scdn.co/image/ab6761610000e5eb2e619cf7c1577485d14c2043,
1340,Thrice,https://i.scdn.co/image/ab6761610000e5ebca627bb045496713ade39bcf,
1341,Tickle Me Pink,https://i.scdn.co/image/fd937a22107517fcb668e9d63d1c32486deb488a,
1342,Tigerman WOAH,https://i.scdn.co/image/ab6761610000e5eb0948cb80a44dc0033696c974,
1343,Tijuana Sweetheart,https://i.scdn.co/image/ab6761610000e5ebc507db85562218fc3b14e628,
1344,Timmy and the Lords of the Underworld,,
1345,Tiny Moving Parts,https://i.scdn.co/image/ab6761610000e5eb67822fd1b8148e87ab2bbead,
1346,Toad and the Stooligans,https://i.scdn.co/image/ab6761610000e5ebb0f60eefc603cb53c1879d1e,
1347,Toadies,https://i.scdn.co/image/ab6761610000e5ebcd37ff4e9d3db41f14f905e7,
1348,Toby Keith,https://i.scdn.co/image/ab6761610000e5eb1b6b9d83cfd806b328496207,
1349,Tokio Hotel,https://i.scdn.co/image/ab6761610000e5eb1bb213762bb8cc8c51802648,
1350,Tom Petty,https://i.scdn.co/image/ab6761610000e5eb1ef0346826481e5cf1979096,
1351,Tom Petty and the Heartbreakers,https://i.scdn.co/image/ab6761610000e5eb560685c65ae33b3ffbda7f19,
1352,Tommy Tutone,https://i.scdn.co/image/ab6761610000e5eb2ce86e4957e238b7fb67397f,
1353,Tonic,https://i.scdn.co/image/ab6761610000e5eb6ecd7b12e3ecd0f2ebfa5cc2,
1354,Toto,https://i.scdn.co/image/ab6761610000e5eba59a5bcab211f964fe9bfb06,
1355,Trace Adkins,https://i.scdn.co/image/ab6761610000e5eb075290d0f64dbdd4efae7f41,
1356,Tracy Bonham,https://i.scdn.co/image/ab6761610000e5eb7cd7944db0a337e6e2acba86,
1357,Train,https://i.scdn.co/image/ab6761610000e5eb365984489dac7a79eac204e3,
1358,Trapt,https://i.scdn.co/image/ab6761610000e5eb403d2145e451b333a221bdcd,
1359,Trevor Daniel,https://i.scdn.co/image/ab6761610000e5eb91fa81ee7feed311d9aedf7e,
1360,Tribe,https://i.scdn.co/image/ab6761610000e5eb774d73ae6796b6f437d89db9,
1361,Trivium,https://i.scdn.co/image/ab6761610000e5ebe3d54be763612bdcf50e56eb,
1362,Trust Company,https://i.scdn.co/image/ab6761610000e5eb123e3e90ff5609920b893526,
1363,Turbonegro,https://i.scdn.co/image/ab6761610000e5eb9c86ff987a3ce510b46c8f4c,
1364,Tutankamon,https://i.scdn.co/image/ab67616d0000b2731bc90351022c0ee84c6e74cf,
1365,Twenty One Pilots,https://i.scdn.co/image/ab6761610000e5eb61a7ea26d33ded218cd1e59d,
1366,Twin Atlantic,https://i.scdn.co/image/ab6761610000e5ebb96a2b8d817823d9b467743b,
1367,Twisted Sister,https://i.scdn.co/image/758604f17b98e5db650adeebf9cf8cb55feda0f0,
1368,Two Door Cinema Club,https://i.scdn.co/image/ab6761610000e5eb86faeb97a905a571b2c361a0,
1369,UB40,https://i.scdn.co/image/ab6761610000e5eb057ec513c696b66901270810,
1370,Underoath,https://i.scdn.co/image/ab6761610000e5eb06b005898122defbe29b7a64,
1371,Van Halen,https://i.scdn.co/image/ab6761610000e5ebd8475001d2700686e1008dfb,
1372,Vance Joy,https://i.scdn.co/image/ab6761610000e5eb8f074ec8c25406680bf26422,
1373,Vanilla Ice,https://i.scdn.co/image/ab6761610000e5ebcee70601cac67f2dd7376025,
1374,Varials,https://i.scdn.co/image/ab6761610000e5ebf583b16a31434f26e8e19660,
1375,Various Artists,,
1376,Vertical Horizon,https://i.scdn.co/image/ab6761610000e5ebc7a91ecbdde7a0de84b2f0ba,
1377,Veruca Salt,https://i.scdn.co/image/7947f9c222f4f941306b27cf4c7a6b2033f80453,
1378,Vesuvius,,
1379,Violet Saturn,https://i.scdn.co/image/ab6761610000e5ebe5978d2124fe3dc6297db429,
1380,Volbeat,https://i.scdn.co/image/ab6761610000e5ebed061555d0d15cf7b1e66731,
1381,WAR,https://i.scdn.co/image/ab67616d0000b2734fdb5283ef51ee18e5f29ebd,
1382,Walk the Moon,https://i.scdn.co/image/ab6761610000e5ebab9610e36fae856c0fd9b46b,
1383,Wallows,https://i.scdn.co/image/ab6761610000e5ebfde4e7d59f6d8868e2ffdaf5,
1384,War,https://i.scdn.co/image/ab67616d0000b2734fdb5283ef51ee18e5f29ebd,
1385,Warrant,https://i.scdn.co/image/ab6761610000e5ebca93371adcc6ab1e92497687,
1386,Warren Zevon,https://i.scdn.co/image/ab6761610000e5ebcb844c45233a84f9f81c9ec4,
1387,We Are The Fallen,https://i.scdn.co/image/95b8bdaf9af42a38a26d86e3fe73bf5f79c77b9d,
1388,We the Kings,https://i.scdn.co/image/ab6761610000e5eb5769c8fcb7cb9e65c7eb6b72,
1389,Wednesday,https://i.scdn.co/image/ab6761610000e5ebfb7ee49690824f52ecb45d19,
1390,Welshly Arms,https://i.scdn.co/image/ab6761610000e5eb42982fc4504ee17ee8199d16,
1391,Wheatus,https://i.scdn.co/image/ab6761610000e5eb72f10e0706fee3998a0644b9,
1392,When Particles Collide,https://i.scdn.co/image/ab6761610000e5eb671f1e6614fa795c1655c3c0,
1393,White Denim,https://i.scdn.co/image/ab6761610000e5eb095e07a4da3a01ece0f1f08e,
1394,White Reaper,https://i.scdn.co/image/ab6761610000e5eb8cab98f113ef8c37db778c0a,
1395,White Zombie,https://i.scdn.co/image/1c693c0c08a4ef35cb855e499e0f7fe6a768b8cb,
1396,Whitechapel,https://i.scdn.co/image/ab6761610000e5eb8f0be1ea5823154c7f605384,
1397,Whitesnake,https://i.scdn.co/image/ab6761610000e5eb1cc545458190efc44f48035f,
1398,Whitney Houston,https://i.scdn.co/image/ab6761610000e5ebcd9f60ab57585bf3b77ecc51,
1399,Wild Cherry,https://i.scdn.co/image/ab67616d0000b273d419ed4f1e89669ce14bd369,
1400,Wilson Phillips,https://i.scdn.co/image/9101beb98984fddaf5f65b6e918370ccea6d11da,
1401,Winger,,
1402,Wir sind Helden,https://i.scdn.co/image/ab6761610000e5ebc0abaa5d03b3419c41adf3f4,
1403,Wolf Alice,https://i.scdn.co/image/ab6761610000e5eb8f8c54de9e6051cc75c19df7,
1404,Wolfmother,https://i.scdn.co/image/ab6761610000e5eb81029ef3e2c85c4b75f6bd6f,
1405,Wolves At The Gate,https://i.scdn.co/image/ab6761610000e5eb41ae9364e4327143b56ca772,
1406,Worshipper,https://i.scdn.co/image/ab67616d0000b27367a128ab9ab19d6116fc2cee,
1407,X Ambassadors,https://i.scdn.co/image/ab6761610000e5eb6634ca0e7f75951bfcee22fa,
1408,X Japan,https://i.scdn.co/image/ab6761610000e5eb4e80b92ad6a0e9fdd2f3a8b5,
1409,YONAKA,https://i.scdn.co/image/ab6761610000e5eb3b1615f98b8550107b2c1dfb,
1410,YUNGBLUD,https://i.scdn.co/image/ab6761610000e5eb7c9287712c4355e54c94e0d0,
1411,Yeah Yeah Yeahs,https://i.scdn.co/image/ab6761610000e5eb746654923d25b6bf7c16e899,
1412,Yellowcard,https://i.scdn.co/image/ab6761610000e5eb6b950048b4781d0e95bd9c2c,
1413,Yes,https://i.scdn.co/image/ab6761610000e5eb66802a15af2526a0b98b1ffc,
1414,Yngwie Malmsteen's Rising Force,https://i.scdn.co/image/ab6761610000e5eba25b72feac0cd2089fd7ea16,
1415,Zac Brown Band,https://i.scdn.co/image/ab6761610000e5eb8b236b26cb2d93cfc9f1ada1,
1416,a-ha,https://i.scdn.co/image/ab6761610000e5eb651ab62ce2d9e5baf6e485e5,
1417,covet,https://i.scdn.co/image/ab67616d0000b27314779eefd9243668004ae57e,
1418,flipturn,https://i.scdn.co/image/ab6761610000e5eb724cced4ad8949fd70698843,
1419,fun.,https://i.scdn.co/image/ab67616d0000b2739563cb349790fc0dc5a69003,
1420,girlfriends,https://i.scdn.co/image/ab6761610000e5ebda29b1ffc7e3c86770a28de3,
1421,lovelytheband,https://i.scdn.co/image/ab6761610000e5ebec81e7178a32c7b697c2780c,
1422,tiLLie,https://i.scdn.co/image/ab6761610000e5ebad524e3fd2e7011d587748e8,
1423,Gary Moore,https://i.scdn.co/image/ab6761610000e5eb445df6e3ccdb1684b75ab7b6,
